snp_chr,gene_id,minpos,maxpos,myid
20,ENSG00000154930,25039136,25039136,ENSG00000154930.1
20,ENSG00000154930,25371386,25371386,ENSG00000154930.2
1,ENSG00000156869,100232090,100232090,ENSG00000156869.1
1,ENSG00000156869,101494213,101494213,ENSG00000156869.2
15,ENSG00000156970,40331362,40331362,ENSG00000156970.1
15,ENSG00000156970,40453214,40453214,ENSG00000156970.2
14,ENSG00000157227,23067157,23067157,ENSG00000157227.1
14,ENSG00000157227,23272607,23272607,ENSG00000157227.2
1,ENSG00000160062,33116087,33116087,ENSG00000160062.1
1,ENSG00000160062,33219382,33219382,ENSG00000160062.2
1,ENSG00000162654,89458496,89458496,ENSG00000162654.1
1,ENSG00000162654,89667044,89667044,ENSG00000162654.2
1,ENSG00000162739,160402370,160402370,ENSG00000162739.1
1,ENSG00000162739,160577056,160577056,ENSG00000162739.2
1,ENSG00000163113,149859571,149859571,ENSG00000163113.1
1,ENSG00000163113,150241360,150241360,ENSG00000163113.2
3,ENSG00000163605,73045932,73045932,ENSG00000163605.1
3,ENSG00000163605,73534057,73534057,ENSG00000163605.2
5,ENSG00000164181,59984258,59984258,ENSG00000164181.1
5,ENSG00000164181,60140089,60140089,ENSG00000164181.2
8,ENSG00000164808,48173418,48173418,ENSG00000164808.1
8,ENSG00000164808,48806731,48806731,ENSG00000164808.2
10,ENSG00000165476,64996332,64996332,ENSG00000165476.1
10,ENSG00000165476,65115078,65115078,ENSG00000165476.2
10,ENSG00000165476,65389622,65389622,ENSG00000165476.3
10,ENSG00000165637,75910795,75910795,ENSG00000165637.1
10,ENSG00000165637,76970230,76970230,ENSG00000165637.2
22,ENSG00000167077,42196630,42196630,ENSG00000167077.1
22,ENSG00000167077,42343016,42343016,ENSG00000167077.2
16,ENSG00000167208,50299290,50299290,ENSG00000167208.1
16,ENSG00000167208,50775774,50775774,ENSG00000167208.2
19,ENSG00000167384,44331806,44331806,ENSG00000167384.1
19,ENSG00000167384,45004567,45004567,ENSG00000167384.2
6,ENSG00000170542,2791606,2791606,ENSG00000170542.1
6,ENSG00000170542,2912118,2912118,ENSG00000170542.2
6,ENSG00000170542,2932520,2932520,ENSG00000170542.3
7,ENSG00000172331,134331449,134331449,ENSG00000172331.1
7,ENSG00000172331,134855610,134855610,ENSG00000172331.2
3,ENSG00000173200,119277907,119277907,ENSG00000173200.1
3,ENSG00000173200,122295368,122295368,ENSG00000173200.2
8,ENSG00000175895,95961701,95961701,ENSG00000175895.1
8,ENSG00000175895,96102094,96102094,ENSG00000175895.2
11,ENSG00000176148,32914260,32914260,ENSG00000176148.1
11,ENSG00000176148,33060978,33060978,ENSG00000176148.2
5,ENSG00000178996,53813482,53813482,ENSG00000178996.1
5,ENSG00000178996,54198814,54198814,ENSG00000178996.2
17,ENSG00000179294,36648440,36648440,ENSG00000179294.1
17,ENSG00000179294,36860208,36860208,ENSG00000179294.2
17,ENSG00000179294,36886374,36886374,ENSG00000179294.3
1,ENSG00000181754,109825914,109825914,ENSG00000181754.1
1,ENSG00000181754,110041100,110041100,ENSG00000181754.2
12,ENSG00000182500,121837788,121837788,ENSG00000182500.1
12,ENSG00000182500,122028691,122028691,ENSG00000182500.2
1,ENSG00000183682,39957127,39957127,ENSG00000183682.1
1,ENSG00000183682,40349128,40349128,ENSG00000183682.2
3,ENSG00000183833,119217304,119217304,ENSG00000183833.1
3,ENSG00000183833,119419583,119419583,ENSG00000183833.2
2,ENSG00000196151,160143202,160143202,ENSG00000196151.1
2,ENSG00000196151,160568760,160568760,ENSG00000196151.2
12,ENSG00000196531,57119230,57119230,ENSG00000196531.1
12,ENSG00000196531,57482691,57482691,ENSG00000196531.2
19,ENSG00000197256,11306081,11306081,ENSG00000197256.1
19,ENSG00000197256,11647041,11647041,ENSG00000197256.2
7,ENSG00000198742,98741204,98741204,ENSG00000198742.1
7,ENSG00000198742,98923556,98923556,ENSG00000198742.2
6,ENSG00000204531,31126218,31126218,ENSG00000204531.1
6,ENSG00000204531,31325039,31325039,ENSG00000204531.2
6,ENSG00000204642,29691156,29691156,ENSG00000204642.1
6,ENSG00000204642,30071022,30071022,ENSG00000204642.2
17,ENSG00000205045,33498660,33498660,ENSG00000205045.1
17,ENSG00000205045,33759702,33759702,ENSG00000205045.2
8,ENSG00000221869,48173418,48173418,ENSG00000221869.1
8,ENSG00000221869,48651629,48651629,ENSG00000221869.2
